file_name,domain_name
003_NAB_id_3_WebService_tr_1362_1st_1462.csv,WebService
004_NAB_id_4_Facility_tr_1007_1st_1437.csv,Facility
007_NAB_id_7_Traffic_tr_624_1st_2087.csv,Traffic
012_NAB_id_12_Synthetic_tr_1007_1st_2787.csv,Synthetic
021_NAB_id_21_WebService_tr_500_1st_565.csv,WebService
033_WSD_id_5_WebService_tr_4559_1st_12588.csv,WebService
038_WSD_id_10_WebService_tr_4042_1st_4142.csv,WebService
045_WSD_id_17_WebService_tr_2566_1st_2666.csv,WebService
053_WSD_id_25_WebService_tr_4559_1st_9198.csv,WebService
070_WSD_id_42_WebService_tr_2102_1st_2202.csv,WebService
142_MSL_id_3_Sensor_tr_1525_1st_4575.csv,Sensor
146_MSL_id_7_Sensor_tr_554_1st_1172.csv,Sensor
152_Stock_id_4_Finance_tr_500_1st_2.csv,Finance
161_Stock_id_13_Finance_tr_500_1st_3.csv,Finance
174_MITDB_id_5_Medical_tr_50000_1st_539948.csv,Medical
182_SMD_id_5_Facility_tr_7174_1st_21230.csv,Facility
186_SMD_id_9_Facility_tr_5925_1st_17580.csv,Facility
193_SMD_id_16_Facility_tr_5925_1st_17580.csv,Facility
200_SMD_id_23_Facility_tr_7174_1st_21230.csv,Facility
210_SMD_id_33_Facility_tr_5925_1st_17580.csv,Facility
217_LTDB_id_2_Medical_tr_500_1st_266.csv,Medical
230_MGAB_id_6_Synthetic_tr_25000_1st_42441.csv,Synthetic
235_SED_id_2_Medical_tr_2499_1st_3840.csv,Medical
242_SVDB_id_6_Medical_tr_10726_1st_10826.csv,Medical
252_SVDB_id_16_Medical_tr_12167_1st_12267.csv,Medical
259_TAO_id_3_Environment_tr_500_1st_7.csv,Environment
265_IOPS_id_6_WebService_tr_6453_1st_6553.csv,WebService
270_IOPS_id_11_WebService_tr_5638_1st_5738.csv,WebService
280_NEK_id_4_WebService_tr_500_1st_231.csv,WebService
291_TODS_id_5_Synthetic_tr_500_1st_11.csv,Synthetic
300_TODS_id_14_Synthetic_tr_1250_1st_2555.csv,Synthetic
305_UCR_id_3_Medical_tr_3000_1st_5948.csv,Medical
312_UCR_id_10_Facility_tr_19948_1st_52000.csv,Facility
323_UCR_id_21_HumanActivity_tr_48812_1st_128430.csv,HumanActivity
347_UCR_id_45_Sensor_tr_2851_1st_5365.csv,Sensor
386_UCR_id_84_Environment_tr_2046_1st_5703.csv,Environment
429_UCR_id_127_Medical_tr_14825_1st_29000.csv,Medical
535_SMAP_id_5_Sensor_tr_1113_1st_1890.csv,Sensor
543_SMAP_id_13_Sensor_tr_2020_1st_4550.csv,Sensor
560_YAHOO_id_10_Synthetic_tr_500_1st_893.csv,Synthetic
568_YAHOO_id_18_WebService_tr_500_1st_333.csv,WebService
573_YAHOO_id_23_Synthetic_tr_500_1st_623.csv,Synthetic
583_YAHOO_id_33_WebService_tr_500_1st_1616.csv,WebService
643_YAHOO_id_93_WebService_tr_500_1st_1038.csv,WebService
813_Exathlon_id_4_Facility_tr_10766_1st_12590.csv,Facility
825_Exathlon_id_16_Facility_tr_10766_1st_12590.csv,Facility
852_OPPORTUNITY_id_11_HumanActivity_tr_500_1st_566.csv,HumanActivity
864_OPPORTUNITY_id_23_HumanActivity_tr_895_1st_995.csv,HumanActivity
387_UCR_id_85_Environment_tr_2046_1st_5549.csv,Environment
499_UCR_id_197_Environment_tr_2046_1st_5703.csv,Environment
258_TAO_id_2_Environment_tr_500_1st_4.csv,Environment
319_UCR_id_17_Environment_tr_6166_1st_19280.csv,Environment
257_TAO_id_1_Environment_tr_500_1st_3.csv,Environment
445_UCR_id_143_Environment_tr_6166_1st_19280.csv,Environment
400_UCR_id_98_Environment_tr_2046_1st_5391.csv,Environment
385_UCR_id_83_Environment_tr_2046_1st_6006.csv,Environment
467_UCR_id_165_Environment_tr_6166_1st_19280.csv,Environment
504_UCR_id_202_Environment_tr_2046_1st_5549.csv,Environment
016_NAB_id_16_Environment_tr_1816_1st_3540.csv,Environment
411_UCR_id_109_Environment_tr_2046_1st_4852.csv,Environment
350_UCR_id_48_Facility_tr_7482_1st_23405.csv,Facility
810_Exathlon_id_1_Facility_tr_10766_1st_12590.csv,Facility
322_UCR_id_20_Facility_tr_7482_1st_24005.csv,Facility
019_NAB_id_19_Facility_tr_1007_1st_1171.csv,Facility
340_UCR_id_38_Facility_tr_32500_1st_114283.csv,Facility
413_UCR_id_111_Facility_tr_12500_1st_46600.csv,Facility
418_UCR_id_116_Facility_tr_10000_1st_35774.csv,Facility
215_SMD_id_38_Facility_tr_5925_1st_17580.csv,Facility
837_Exathlon_id_28_Facility_tr_8898_1st_8998.csv,Facility
811_Exathlon_id_2_Facility_tr_10766_1st_12590.csv,Facility
196_SMD_id_19_Facility_tr_7174_1st_21230.csv,Facility
018_NAB_id_18_Facility_tr_500_1st_669.csv,Facility
453_UCR_id_151_Facility_tr_32000_1st_67995.csv,Facility
521_UCR_id_219_Facility_tr_3000_1st_6527.csv,Facility
494_UCR_id_192_Facility_tr_22500_1st_72150.csv,Facility
433_UCR_id_131_Facility_tr_50000_1st_106720.csv,Facility
338_UCR_id_36_Facility_tr_9000_1st_12400.csv,Facility
491_UCR_id_189_Facility_tr_32372_1st_114000.csv,Facility
468_UCR_id_166_Facility_tr_10000_1st_35774.csv,Facility
183_SMD_id_6_Facility_tr_5925_1st_17580.csv,Facility
448_UCR_id_146_Facility_tr_7482_1st_23357.csv,Facility
404_UCR_id_102_Facility_tr_13750_1st_52600.csv,Facility
455_UCR_id_153_Facility_tr_50000_1st_163632.csv,Facility
207_SMD_id_30_Facility_tr_7174_1st_21230.csv,Facility
011_NAB_id_11_Facility_tr_1007_1st_1526.csv,Facility
814_Exathlon_id_5_Facility_tr_10766_1st_12590.csv,Facility
840_Exathlon_id_31_Facility_tr_10766_1st_12590.csv,Facility
330_UCR_id_28_Facility_tr_7482_1st_23405.csv,Facility
834_Exathlon_id_25_Facility_tr_11665_1st_13484.csv,Facility
422_UCR_id_120_Facility_tr_50000_1st_150720.csv,Facility
432_UCR_id_130_Facility_tr_23000_1st_26970.csv,Facility
812_Exathlon_id_3_Facility_tr_10766_1st_12590.csv,Facility
472_UCR_id_170_Facility_tr_32000_1st_67995.csv,Facility
379_UCR_id_77_Facility_tr_32191_1st_124159.csv,Facility
456_UCR_id_154_Facility_tr_22500_1st_72150.csv,Facility
358_UCR_id_56_Facility_tr_10500_1st_29080.csv,Facility
828_Exathlon_id_19_Facility_tr_11663_1st_13482.csv,Facility
523_UCR_id_221_Facility_tr_3000_1st_6527.csv,Facility
431_UCR_id_129_Facility_tr_32500_1st_114283.csv,Facility
308_UCR_id_6_Facility_tr_20000_1st_56600.csv,Facility
001_NAB_id_1_Facility_tr_1007_1st_2014.csv,Facility
815_Exathlon_id_6_Facility_tr_10766_1st_12590.csv,Facility
184_SMD_id_7_Facility_tr_7119_1st_15849.csv,Facility
345_UCR_id_43_Facility_tr_25000_1st_44630.csv,Facility
333_UCR_id_31_Facility_tr_7500_1st_13400.csv,Facility
028_NAB_id_28_Facility_tr_1007_1st_3447.csv,Facility
824_Exathlon_id_15_Facility_tr_10766_1st_12590.csv,Facility
190_SMD_id_13_Facility_tr_7119_1st_15849.csv,Facility
178_SMD_id_1_Facility_tr_6000_1st_10609.csv,Facility
192_SMD_id_15_Facility_tr_5925_1st_17580.csv,Facility
822_Exathlon_id_13_Facility_tr_10766_1st_12590.csv,Facility
833_Exathlon_id_24_Facility_tr_10766_1st_12590.csv,Facility
354_UCR_id_52_Facility_tr_7482_1st_18485.csv,Facility
022_NAB_id_22_Facility_tr_1007_1st_2980.csv,Facility
816_Exathlon_id_7_Facility_tr_10766_1st_12590.csv,Facility
365_UCR_id_63_Facility_tr_50000_1st_210720.csv,Facility
203_SMD_id_26_Facility_tr_7174_1st_21230.csv,Facility
406_UCR_id_104_Facility_tr_20000_1st_67950.csv,Facility
458_UCR_id_156_Facility_tr_20000_1st_56600.csv,Facility
839_Exathlon_id_30_Facility_tr_10766_1st_12590.csv,Facility
195_SMD_id_18_Facility_tr_5925_1st_17580.csv,Facility
503_UCR_id_201_Facility_tr_50000_1st_593450.csv,Facility
205_SMD_id_28_Facility_tr_5925_1st_17580.csv,Facility
307_UCR_id_5_Facility_tr_29895_1st_39240.csv,Facility
476_UCR_id_174_Facility_tr_50000_1st_64632.csv,Facility
525_UCR_id_223_Facility_tr_50000_1st_250720.csv,Facility
419_UCR_id_117_Facility_tr_3000_1st_6168.csv,Facility
349_UCR_id_47_Facility_tr_29954_1st_74900.csv,Facility
348_UCR_id_46_Facility_tr_9000_1st_12400.csv,Facility
214_SMD_id_37_Facility_tr_5925_1st_17580.csv,Facility
480_UCR_id_178_Facility_tr_50000_1st_160720.csv,Facility
202_SMD_id_25_Facility_tr_6250_1st_21230.csv,Facility
181_SMD_id_4_Facility_tr_5000_1st_15144.csv,Facility
826_Exathlon_id_17_Facility_tr_11665_1st_13484.csv,Facility
500_UCR_id_198_Facility_tr_7482_1st_23357.csv,Facility
817_Exathlon_id_8_Facility_tr_10766_1st_12590.csv,Facility
832_Exathlon_id_23_Facility_tr_10766_1st_12590.csv,Facility
818_Exathlon_id_9_Facility_tr_11665_1st_13484.csv,Facility
204_SMD_id_27_Facility_tr_5000_1st_15144.csv,Facility
820_Exathlon_id_11_Facility_tr_11665_1st_13484.csv,Facility
212_SMD_id_35_Facility_tr_5925_1st_17580.csv,Facility
841_Exathlon_id_32_Facility_tr_11663_1st_13482.csv,Facility
389_UCR_id_87_Facility_tr_7482_1st_18485.csv,Facility
420_UCR_id_118_Facility_tr_13750_1st_52600.csv,Facility
517_UCR_id_215_Facility_tr_7482_1st_24005.csv,Facility
360_UCR_id_58_Facility_tr_14030_1st_52600.csv,Facility
388_UCR_id_86_Facility_tr_17500_1st_23355.csv,Facility
835_Exathlon_id_26_Facility_tr_10766_1st_12590.csv,Facility
302_Power_id_1_Facility_tr_7685_1st_7785.csv,Facility
211_SMD_id_34_Facility_tr_5925_1st_17580.csv,Facility
201_SMD_id_24_Facility_tr_7174_1st_21230.csv,Facility
836_Exathlon_id_27_Facility_tr_10766_1st_12590.csv,Facility
501_UCR_id_199_Facility_tr_7482_1st_29480.csv,Facility
155_Stock_id_7_Finance_tr_500_1st_18.csv,Finance
166_Stock_id_18_Finance_tr_500_1st_18.csv,Finance
151_Stock_id_3_Finance_tr_500_1st_62.csv,Finance
153_Stock_id_5_Finance_tr_500_1st_1.csv,Finance
150_Stock_id_2_Finance_tr_500_1st_7.csv,Finance
159_Stock_id_11_Finance_tr_500_1st_5.csv,Finance
157_Stock_id_9_Finance_tr_500_1st_19.csv,Finance
154_Stock_id_6_Finance_tr_500_1st_38.csv,Finance
162_Stock_id_14_Finance_tr_500_1st_4.csv,Finance
167_Stock_id_19_Finance_tr_500_1st_7.csv,Finance
149_Stock_id_1_Finance_tr_500_1st_7.csv,Finance
158_Stock_id_10_Finance_tr_500_1st_2.csv,Finance
337_UCR_id_35_HumanActivity_tr_50000_1st_110260.csv,HumanActivity
865_OPPORTUNITY_id_24_HumanActivity_tr_2085_1st_2185.csv,HumanActivity
863_OPPORTUNITY_id_22_HumanActivity_tr_808_1st_908.csv,HumanActivity
439_UCR_id_137_HumanActivity_tr_48750_1st_110800.csv,HumanActivity
870_OPPORTUNITY_id_29_HumanActivity_tr_1477_1st_1577.csv,HumanActivity
465_UCR_id_163_HumanActivity_tr_1671_1st_5920.csv,HumanActivity
507_UCR_id_205_HumanActivity_tr_16000_1st_31200.csv,HumanActivity
862_OPPORTUNITY_id_21_HumanActivity_tr_500_1st_566.csv,HumanActivity
315_UCR_id_13_HumanActivity_tr_16000_1st_33070.csv,HumanActivity
857_OPPORTUNITY_id_16_HumanActivity_tr_500_1st_566.csv,HumanActivity
459_UCR_id_157_HumanActivity_tr_50000_1st_110260.csv,HumanActivity
317_UCR_id_15_HumanActivity_tr_16000_1st_38400.csv,HumanActivity
505_UCR_id_203_HumanActivity_tr_16000_1st_33070.csv,HumanActivity
859_OPPORTUNITY_id_18_HumanActivity_tr_895_1st_995.csv,HumanActivity
858_OPPORTUNITY_id_17_HumanActivity_tr_808_1st_908.csv,HumanActivity
492_UCR_id_190_HumanActivity_tr_12500_1st_46500.csv,HumanActivity
847_OPPORTUNITY_id_6_HumanActivity_tr_808_1st_908.csv,HumanActivity
855_OPPORTUNITY_id_14_HumanActivity_tr_808_1st_908.csv,HumanActivity
516_UCR_id_214_HumanActivity_tr_2108_1st_4702.csv,HumanActivity
352_UCR_id_50_HumanActivity_tr_48750_1st_110800.csv,HumanActivity
867_OPPORTUNITY_id_26_HumanActivity_tr_808_1st_908.csv,HumanActivity
842_OPPORTUNITY_id_1_HumanActivity_tr_7295_1st_27516.csv,HumanActivity
362_UCR_id_60_HumanActivity_tr_16000_1st_31200.csv,HumanActivity
845_OPPORTUNITY_id_4_HumanActivity_tr_7295_1st_27516.csv,HumanActivity
861_OPPORTUNITY_id_20_HumanActivity_tr_2085_1st_2185.csv,HumanActivity
844_OPPORTUNITY_id_3_HumanActivity_tr_500_1st_566.csv,HumanActivity
851_OPPORTUNITY_id_10_HumanActivity_tr_6213_1st_7311.csv,HumanActivity
869_OPPORTUNITY_id_28_HumanActivity_tr_500_1st_566.csv,HumanActivity
311_UCR_id_9_HumanActivity_tr_16000_1st_38400.csv,HumanActivity
355_UCR_id_53_HumanActivity_tr_48750_1st_143411.csv,HumanActivity
849_OPPORTUNITY_id_8_HumanActivity_tr_1100_1st_1200.csv,HumanActivity
310_UCR_id_8_HumanActivity_tr_2631_1st_8285.csv,HumanActivity
856_OPPORTUNITY_id_15_HumanActivity_tr_808_1st_908.csv,HumanActivity
850_OPPORTUNITY_id_9_HumanActivity_tr_895_1st_995.csv,HumanActivity
530_UCR_id_228_HumanActivity_tr_16250_1st_38500.csv,HumanActivity
169_Daphnet_id_1_HumanActivity_tr_9693_1st_20732.csv,HumanActivity
846_OPPORTUNITY_id_5_HumanActivity_tr_2085_1st_2185.csv,HumanActivity
341_UCR_id_39_HumanActivity_tr_48812_1st_128430.csv,HumanActivity
176_MITDB_id_7_Medical_tr_6232_1st_6332.csv,Medical
247_SVDB_id_11_Medical_tr_20100_1st_23611.csv,Medical
363_UCR_id_61_Medical_tr_7500_1st_16000.csv,Medical
469_UCR_id_167_Medical_tr_1875_1st_4187.csv,Medical
481_UCR_id_179_Medical_tr_1900_1st_5684.csv,Medical
403_UCR_id_101_Medical_tr_1875_1st_4187.csv,Medical
173_MITDB_id_4_Medical_tr_13620_1st_13720.csv,Medical
489_UCR_id_187_Medical_tr_1875_1st_4485.csv,Medical
407_UCR_id_105_Medical_tr_7500_1st_16900.csv,Medical
408_UCR_id_106_Medical_tr_9594_1st_11111.csv,Medical
320_UCR_id_18_Medical_tr_2500_1st_7000.csv,Medical
519_UCR_id_217_Medical_tr_7516_1st_17390.csv,Medical
451_UCR_id_149_Medical_tr_3000_1st_7175.csv,Medical
244_SVDB_id_8_Medical_tr_17803_1st_17903.csv,Medical
483_UCR_id_181_Medical_tr_2499_1st_6508.csv,Medical
172_MITDB_id_3_Medical_tr_27274_1st_27374.csv,Medical
437_UCR_id_135_Medical_tr_2499_1st_8000.csv,Medical
424_UCR_id_122_Medical_tr_7464_1st_12190.csv,Medical
367_UCR_id_65_Medical_tr_9567_1st_16000.csv,Medical
410_UCR_id_108_Medical_tr_1875_1st_4187.csv,Medical
502_UCR_id_200_Medical_tr_7487_1st_16390.csv,Medical
397_UCR_id_95_Medical_tr_1830_1st_4675.csv,Medical
457_UCR_id_155_Medical_tr_49999_1st_143000.csv,Medical
346_UCR_id_44_Medical_tr_7456_1st_17390.csv,Medical
518_UCR_id_216_Medical_tr_9625_1st_20950.csv,Medical
391_UCR_id_89_Medical_tr_1875_1st_5759.csv,Medical
222_LTDB_id_7_Medical_tr_3618_1st_3718.csv,Medical
376_UCR_id_74_Medical_tr_7500_1st_17210.csv,Medical
398_UCR_id_96_Medical_tr_1913_1st_3474.csv,Medical
438_UCR_id_136_Medical_tr_14750_1st_57960.csv,Medical
255_SVDB_id_19_Medical_tr_50000_1st_54982.csv,Medical
171_MITDB_id_2_Medical_tr_50000_1st_88864.csv,Medical
412_UCR_id_110_Medical_tr_7500_1st_16900.csv,Medical
377_UCR_id_75_Medical_tr_1875_1st_6599.csv,Medical
327_UCR_id_25_Medical_tr_15000_1st_51370.csv,Medical
515_UCR_id_213_Medical_tr_10499_1st_15000.csv,Medical
416_UCR_id_114_Medical_tr_50000_1st_91200.csv,Medical
427_UCR_id_125_Medical_tr_10403_1st_10995.csv,Medical
466_UCR_id_164_Medical_tr_1900_1st_5684.csv,Medical
428_UCR_id_126_Medical_tr_7487_1st_27862.csv,Medical
450_UCR_id_148_Medical_tr_7500_1st_16900.csv,Medical
375_UCR_id_73_Medical_tr_47500_1st_123000.csv,Medical
440_UCR_id_138_Medical_tr_16700_1st_16800.csv,Medical
370_UCR_id_68_Medical_tr_9625_1st_12240.csv,Medical
498_UCR_id_196_Medical_tr_15000_1st_51370.csv,Medical
477_UCR_id_175_Medical_tr_7500_1st_17000.csv,Medical
402_UCR_id_100_Medical_tr_7500_1st_19510.csv,Medical
325_UCR_id_23_Medical_tr_3000_1st_6168.csv,Medical
170_MITDB_id_1_Medical_tr_17675_1st_17775.csv,Medical
485_UCR_id_183_Medical_tr_7516_1st_17390.csv,Medical
223_LTDB_id_8_Medical_tr_4456_1st_4556.csv,Medical
356_UCR_id_54_Medical_tr_7500_1st_16000.csv,Medical
335_UCR_id_33_Medical_tr_1875_1st_4526.csv,Medical
216_LTDB_id_1_Medical_tr_500_1st_266.csv,Medical
514_UCR_id_212_Medical_tr_2499_1st_6508.csv,Medical
482_UCR_id_180_Medical_tr_7500_1st_16000.csv,Medical
478_UCR_id_176_Medical_tr_7500_1st_17210.csv,Medical
238_SVDB_id_2_Medical_tr_25000_1st_71963.csv,Medical
218_LTDB_id_3_Medical_tr_500_1st_266.csv,Medical
240_SVDB_id_4_Medical_tr_18462_1st_18562.csv,Medical
462_UCR_id_160_Medical_tr_1853_1st_6200.csv,Medical
524_UCR_id_222_Medical_tr_1875_1st_5865.csv,Medical
366_UCR_id_64_Medical_tr_2507_1st_8500.csv,Medical
175_MITDB_id_6_Medical_tr_27274_1st_27374.csv,Medical
487_UCR_id_185_Medical_tr_49938_1st_191200.csv,Medical
372_UCR_id_70_Medical_tr_7500_1st_17000.csv,Medical
250_SVDB_id_14_Medical_tr_50000_1st_107354.csv,Medical
383_UCR_id_81_Medical_tr_1875_1st_3198.csv,Medical
425_UCR_id_123_Medical_tr_16700_1st_16800.csv,Medical
528_UCR_id_226_Medical_tr_7500_1st_17000.csv,Medical
243_SVDB_id_7_Medical_tr_11393_1st_11493.csv,Medical
444_UCR_id_142_Medical_tr_10336_1st_17001.csv,Medical
253_SVDB_id_17_Medical_tr_17803_1st_17903.csv,Medical
324_UCR_id_22_Medical_tr_1875_1st_5865.csv,Medical
435_UCR_id_133_Medical_tr_14750_1st_47830.csv,Medical
454_UCR_id_152_Medical_tr_9625_1st_20950.csv,Medical
395_UCR_id_93_Medical_tr_7516_1st_17390.csv,Medical
361_UCR_id_59_Medical_tr_3000_1st_7175.csv,Medical
479_UCR_id_177_Medical_tr_2000_1st_7000.csv,Medical
359_UCR_id_57_Medical_tr_1913_1st_3474.csv,Medical
318_UCR_id_16_Medical_tr_2499_1st_7000.csv,Medical
436_UCR_id_134_Medical_tr_1875_1st_4526.csv,Medical
249_SVDB_id_13_Medical_tr_50000_1st_54982.csv,Medical
221_LTDB_id_6_Medical_tr_500_1st_26.csv,Medical
511_UCR_id_209_Medical_tr_7500_1st_11800.csv,Medical
442_UCR_id_140_Medical_tr_1875_1st_4187.csv,Medical
470_UCR_id_168_Medical_tr_10447_1st_10998.csv,Medical
475_UCR_id_173_Medical_tr_3000_1st_8612.csv,Medical
378_UCR_id_76_Medical_tr_9594_1st_11111.csv,Medical
396_UCR_id_94_Medical_tr_1875_1st_5607.csv,Medical
371_UCR_id_69_Medical_tr_1853_1st_6200.csv,Medical
508_UCR_id_206_Medical_tr_9567_1st_16000.csv,Medical
321_UCR_id_19_Medical_tr_1875_1st_4485.csv,Medical
304_UCR_id_2_Medical_tr_2499_1st_7000.csv,Medical
248_SVDB_id_12_Medical_tr_18462_1st_18562.csv,Medical
509_UCR_id_207_Medical_tr_1875_1st_6599.csv,Medical
443_UCR_id_141_Medical_tr_7456_1st_17390.csv,Medical
522_UCR_id_220_Medical_tr_10217_1st_27929.csv,Medical
531_SMAP_id_1_Sensor_tr_1811_1st_4510.csv,Sensor
537_SMAP_id_7_Sensor_tr_2077_1st_5394.csv,Sensor
532_SMAP_id_2_Sensor_tr_2075_1st_5550.csv,Sensor
526_UCR_id_224_Sensor_tr_2827_1st_4711.csv,Sensor
546_SMAP_id_16_Sensor_tr_2117_1st_4770.csv,Sensor
536_SMAP_id_6_Sensor_tr_2160_1st_5600.csv,Sensor
148_MSL_id_9_Sensor_tr_883_1st_1238.csv,Sensor
316_UCR_id_14_Sensor_tr_2833_1st_5988.csv,Sensor
449_UCR_id_147_Sensor_tr_2847_1st_9330.csv,Sensor
286_CATSv2_id_1_Sensor_tr_17792_1st_17892.csv,Sensor
344_UCR_id_42_Sensor_tr_2851_1st_5365.csv,Sensor
547_SMAP_id_17_Sensor_tr_2133_1st_5400.csv,Sensor
373_UCR_id_71_Sensor_tr_2827_1st_5988.csv,Sensor
545_SMAP_id_15_Sensor_tr_1173_1st_2750.csv,Sensor
533_SMAP_id_3_Sensor_tr_2052_1st_5300.csv,Sensor
405_UCR_id_103_Sensor_tr_2827_1st_5988.csv,Sensor
426_UCR_id_124_Sensor_tr_2827_1st_4711.csv,Sensor
539_SMAP_id_9_Sensor_tr_1857_1st_4270.csv,Sensor
147_MSL_id_8_Sensor_tr_590_1st_690.csv,Sensor
548_SMAP_id_18_Sensor_tr_2094_1st_5600.csv,Sensor
143_MSL_id_4_Sensor_tr_980_1st_3550.csv,Sensor
339_UCR_id_37_Sensor_tr_2750_1st_5400.csv,Sensor
141_MSL_id_2_Sensor_tr_500_1st_550.csv,Sensor
538_SMAP_id_8_Sensor_tr_2007_1st_3650.csv,Sensor
