file_name,domain_name
004_MSL_id_3_Sensor_tr_530_1st_630.csv,Sensor
011_MSL_id_10_Sensor_tr_1525_1st_4590.csv,Sensor
023_MITDB_id_5_Medical_tr_25000_1st_36913.csv,Medical
028_MITDB_id_10_Medical_tr_37500_1st_39948.csv,Medical
040_GHL_id_9_Sensor_tr_50000_1st_92001.csv,Sensor
049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,Sensor
062_SMD_id_6_Facility_tr_7180_1st_15131.csv,Facility
072_SMD_id_16_Facility_tr_7119_1st_15849.csv,Facility
082_LTDB_id_4_Medical_tr_4456_1st_4556.csv,Medical
090_SVDB_id_7_Medical_tr_12157_1st_12257.csv,Medical
107_SVDB_id_24_Medical_tr_32805_1st_32905.csv,Medical
113_SVDB_id_30_Medical_tr_4552_1st_4652.csv,Medical
120_TAO_id_5_Environment_tr_500_1st_3.csv,Environment
126_TAO_id_11_Environment_tr_500_1st_7.csv,Environment
131_OPPORTUNITY_id_3_HumanActivity_tr_7016_1st_26691.csv,HumanActivity
140_CATSv2_id_3_Sensor_tr_28307_1st_28407.csv,Sensor
149_SMAP_id_6_Sensor_tr_2128_1st_5000.csv,Sensor
164_SMAP_id_21_Sensor_tr_1976_1st_4200.csv,Sensor
178_Exathlon_id_5_Facility_tr_12538_1st_12638.csv,Facility
195_Exathlon_id_22_Facility_tr_10766_1st_12590.csv,Facility
122_TAO_id_7_Environment_tr_500_1st_19.csv,Environment
117_TAO_id_2_Environment_tr_500_1st_1.csv,Environment
121_TAO_id_6_Environment_tr_500_1st_7.csv,Environment
119_TAO_id_4_Environment_tr_500_1st_1.csv,Environment
127_TAO_id_12_Environment_tr_500_1st_24.csv,Environment
116_TAO_id_1_Environment_tr_500_1st_3.csv,Environment
125_TAO_id_10_Environment_tr_500_1st_9.csv,Environment
074_SMD_id_18_Facility_tr_7174_1st_21230.csv,Facility
187_Exathlon_id_14_Facility_tr_6193_1st_6293.csv,Facility
174_Exathlon_id_1_Facility_tr_10766_1st_12590.csv,Facility
200_Exathlon_id_27_Facility_tr_10766_1st_12590.csv,Facility
061_SMD_id_5_Facility_tr_7176_1st_15144.csv,Facility
078_SMD_id_22_Facility_tr_500_1st_326.csv,Facility
063_SMD_id_7_Facility_tr_5923_1st_6506.csv,Facility
194_Exathlon_id_21_Facility_tr_6985_1st_7085.csv,Facility
188_Exathlon_id_15_Facility_tr_12538_1st_12638.csv,Facility
115_PSM_id_1_Facility_tr_50000_1st_129872.csv,Facility
064_SMD_id_8_Facility_tr_2272_1st_2372.csv,Facility
067_SMD_id_11_Facility_tr_1980_1st_2080.csv,Facility
176_Exathlon_id_3_Facility_tr_10766_1st_12590.csv,Facility
077_SMD_id_21_Facility_tr_3026_1st_3126.csv,Facility
175_Exathlon_id_2_Facility_tr_10684_1st_10784.csv,Facility
065_SMD_id_9_Facility_tr_737_1st_837.csv,Facility
197_Exathlon_id_24_Facility_tr_10766_1st_12590.csv,Facility
182_Exathlon_id_9_Facility_tr_10766_1st_12590.csv,Facility
069_SMD_id_13_Facility_tr_5925_1st_12760.csv,Facility
185_Exathlon_id_12_Facility_tr_11665_1st_13484.csv,Facility
192_Exathlon_id_19_Facility_tr_11665_1st_13484.csv,Facility
184_Exathlon_id_11_Facility_tr_11665_1st_13484.csv,Facility
199_Exathlon_id_26_Facility_tr_12538_1st_12638.csv,Facility
059_SMD_id_3_Facility_tr_757_1st_857.csv,Facility
068_SMD_id_12_Facility_tr_1099_1st_1199.csv,Facility
189_Exathlon_id_16_Facility_tr_11663_1st_13482.csv,Facility
058_SMD_id_2_Facility_tr_1087_1st_1187.csv,Facility
190_Exathlon_id_17_Facility_tr_12538_1st_12638.csv,Facility
181_Exathlon_id_8_Facility_tr_11663_1st_13482.csv,Facility
057_SMD_id_1_Facility_tr_4529_1st_4629.csv,Facility
186_Exathlon_id_13_Facility_tr_10766_1st_12590.csv,Facility
066_SMD_id_10_Facility_tr_2634_1st_2734.csv,Facility
132_OPPORTUNITY_id_4_HumanActivity_tr_895_1st_995.csv,HumanActivity
134_OPPORTUNITY_id_6_HumanActivity_tr_1477_1st_1577.csv,HumanActivity
136_OPPORTUNITY_id_8_HumanActivity_tr_1495_1st_1595.csv,HumanActivity
130_OPPORTUNITY_id_2_HumanActivity_tr_1045_1st_1145.csv,HumanActivity
018_Daphnet_id_1_HumanActivity_tr_9693_1st_20732.csv,HumanActivity
098_SVDB_id_15_Medical_tr_500_1st_303.csv,Medical
091_SVDB_id_8_Medical_tr_500_1st_126.csv,Medical
094_SVDB_id_11_Medical_tr_20100_1st_23611.csv,Medical
024_MITDB_id_6_Medical_tr_50000_1st_58118.csv,Medical
025_MITDB_id_7_Medical_tr_37500_1st_88864.csv,Medical
108_SVDB_id_25_Medical_tr_1238_1st_1338.csv,Medical
099_SVDB_id_16_Medical_tr_1115_1st_1215.csv,Medical
089_SVDB_id_6_Medical_tr_50000_1st_83083.csv,Medical
026_MITDB_id_8_Medical_tr_30495_1st_30595.csv,Medical
030_MITDB_id_12_Medical_tr_50000_1st_84572.csv,Medical
087_SVDB_id_4_Medical_tr_5421_1st_5521.csv,Medical
092_SVDB_id_9_Medical_tr_2674_1st_2774.csv,Medical
027_MITDB_id_9_Medical_tr_25000_1st_52255.csv,Medical
079_LTDB_id_1_Medical_tr_3618_1st_3718.csv,Medical
101_SVDB_id_18_Medical_tr_1851_1st_1951.csv,Medical
083_LTDB_id_5_Medical_tr_15502_1st_15602.csv,Medical
109_SVDB_id_26_Medical_tr_1038_1st_1138.csv,Medical
093_SVDB_id_10_Medical_tr_500_1st_37.csv,Medical
084_SVDB_id_1_Medical_tr_12973_1st_13073.csv,Medical
100_SVDB_id_17_Medical_tr_17803_1st_17903.csv,Medical
112_SVDB_id_29_Medical_tr_8226_1st_8326.csv,Medical
021_MITDB_id_3_Medical_tr_50000_1st_57595.csv,Medical
031_MITDB_id_13_Medical_tr_50000_1st_79433.csv,Medical
105_SVDB_id_22_Medical_tr_500_1st_417.csv,Medical
020_MITDB_id_2_Medical_tr_50000_1st_52315.csv,Medical
106_SVDB_id_23_Medical_tr_37500_1st_121963.csv,Medical
097_SVDB_id_14_Medical_tr_1031_1st_1131.csv,Medical
019_MITDB_id_1_Medical_tr_37500_1st_103211.csv,Medical
102_SVDB_id_19_Medical_tr_50000_1st_107354.csv,Medical
029_MITDB_id_11_Medical_tr_50000_1st_518037.csv,Medical
038_GHL_id_7_Sensor_tr_50000_1st_100001.csv,Sensor
167_SMAP_id_24_Sensor_tr_2094_1st_5600.csv,Sensor
033_GHL_id_2_Sensor_tr_50000_1st_51001.csv,Sensor
009_MSL_id_8_Sensor_tr_714_1st_1390.csv,Sensor
154_SMAP_id_11_Sensor_tr_2117_1st_4770.csv,Sensor
143_CATSv2_id_6_Sensor_tr_50000_1st_60232.csv,Sensor
169_SMAP_id_26_Sensor_tr_1811_1st_4510.csv,Sensor
035_GHL_id_4_Sensor_tr_50000_1st_90001.csv,Sensor
173_GECCO_id_1_Sensor_tr_16165_1st_16265.csv,Sensor
156_SMAP_id_13_Sensor_tr_1173_1st_2750.csv,Sensor
037_GHL_id_6_Sensor_tr_50000_1st_80001.csv,Sensor
158_SMAP_id_15_Sensor_tr_2075_1st_5610.csv,Sensor
006_MSL_id_5_Sensor_tr_1150_1st_1250.csv,Sensor
047_GHL_id_16_Sensor_tr_50000_1st_77001.csv,Sensor
007_MSL_id_6_Sensor_tr_980_1st_3550.csv,Sensor
146_SMAP_id_3_Sensor_tr_2128_1st_5000.csv,Sensor
153_SMAP_id_10_Sensor_tr_1840_1st_4030.csv,Sensor
039_GHL_id_8_Sensor_tr_50000_1st_63030.csv,Sensor
052_GHL_id_21_Sensor_tr_50000_1st_98001.csv,Sensor
152_SMAP_id_9_Sensor_tr_2073_1st_5600.csv,Sensor
044_GHL_id_13_Sensor_tr_50000_1st_145001.csv,Sensor
138_CATSv2_id_1_Sensor_tr_16568_1st_16668.csv,Sensor
012_MSL_id_11_Sensor_tr_539_1st_940.csv,Sensor
139_CATSv2_id_2_Sensor_tr_5592_1st_5692.csv,Sensor
171_SWaT_id_1_Sensor_tr_3749_1st_9522.csv,Sensor
046_GHL_id_15_Sensor_tr_50000_1st_156462.csv,Sensor
014_MSL_id_13_Sensor_tr_1525_1st_4575.csv,Sensor
155_SMAP_id_12_Sensor_tr_1907_1st_4800.csv,Sensor
050_GHL_id_19_Sensor_tr_43750_1st_55001.csv,Sensor
147_SMAP_id_4_Sensor_tr_2160_1st_6449.csv,Sensor
161_SMAP_id_18_Sensor_tr_2075_1st_5550.csv,Sensor
148_SMAP_id_5_Sensor_tr_2011_1st_5060.csv,Sensor
048_GHL_id_17_Sensor_tr_50000_1st_154001.csv,Sensor
151_SMAP_id_8_Sensor_tr_1971_1st_4870.csv,Sensor
056_GHL_id_25_Sensor_tr_50000_1st_105568.csv,Sensor
051_GHL_id_20_Sensor_tr_50000_1st_75110.csv,Sensor
003_MSL_id_2_Sensor_tr_883_1st_1238.csv,Sensor
013_MSL_id_12_Sensor_tr_554_1st_1200.csv,Sensor
054_GHL_id_23_Sensor_tr_50000_1st_135001.csv,Sensor
162_SMAP_id_19_Sensor_tr_1908_1st_4690.csv,Sensor
002_MSL_id_1_Sensor_tr_500_1st_900.csv,Sensor
166_SMAP_id_23_Sensor_tr_1113_1st_1890.csv,Sensor
142_CATSv2_id_5_Sensor_tr_30704_1st_30804.csv,Sensor
157_SMAP_id_14_Sensor_tr_2126_1st_5000.csv,Sensor
165_SMAP_id_22_Sensor_tr_2129_1st_5000.csv,Sensor
055_GHL_id_24_Sensor_tr_50000_1st_118124.csv,Sensor
045_GHL_id_14_Sensor_tr_50000_1st_85076.csv,Sensor
001_Genesis_id_1_Sensor_tr_4055_1st_15538.csv,Sensor
010_MSL_id_9_Sensor_tr_554_1st_1172.csv,Sensor
